"site","radius","RESERVOIR","BORROWPITS","DUGOUT","LAGOON","BORROWPIT.DRY","SUMP","ROAD.UNCLASSIFIED","ROAD.UNIMPROVED","INTERCHANGE.RAMP","ROAD.GRAVEL.1L","ROAD.GRAVEL.2L","ROAD.PAVED.1L","ROAD.PAVED.2L","ROAD.PAVED.DIV","ROAD.PAVED.UNDIV.1L","ROAD.PAVED.UNDIV.2L","ROAD.PAVED.UNDIV.4L","ROAD.UNPAVED.2L","TRUCK.TRAIL","AIRP.RUNWAY","ROAD.UNPAVED.1L","ROAD.PAVED.4L","ROAD.PAVED.3L","RLWY.SGL.TRACK","RLWY.SPUR","CANAL","VEGETATED.EDGE.ROADS","VEGETATED.EDGE.RAILWAYS","GRVL.SAND.PIT","MINES.PITLAKE","MISC.OIL.GAS.FACILITY","FACILITY.UNKNOWN","FACILITY.OTHER","OIL.GAS.PLANT","CLEARING.UNKNOWN","URBAN.INDUSTRIAL","CLEARING.WELLPAD.UNCONFIRMED","WELL.CASED","WELL.GAS","WELL.OIL","WELL.OTHER","TRANSFER_STATION","LANDFILL","RECREATION","GOLFCOURSE","CAMPGROUND","GREENSPACE","SURROUNDING.VEG","RUNWAY","TRANSMISSION.LINE","CFO","RURAL.RESIDENCE","URBAN.RESIDENCE","COUNTRY.RESIDENCE","RESIDENCE_CLEARING","WELL.ABAND","ROUGH_PASTURE","CROP","TAME_PASTURE","FRUIT.VEGETABLES","CUTBLOCK","PRE.LOW.IMPACT.SEISMIC","TRAIL","DISTURB_VEG","PIPELINE","water","exposed_land","developed","shrubland","grassland","agriculture","coniferous_forest","broadleaf_forest","mixed_forest"
"Cell 54",2000,0,0,0,0,0,0,0,0.00539614,0,0,0,0,0,0.011406819,0,0.005143846,0,0,0.000110941,0,0,0,0,0,0,0,0.025023593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002606711,0,0,0,0,0.133921727,6.29e-05,0.101903442,0,0,0.0011388,0.002094899,0,0,0.046471959,0,0.07659033,0.182946204,0.037939884,0.0058755,0.002961634,0.647214488,0
"Cell 54",2250,0,0,0,0,0,0,0,0.005071934,0,0,0,0,0,0.01031793,0,0.00434983,0,0,0.00010915,0,0,0,0,0,0,0,0.022481751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002059624,0,0,0,0,0.116182191,4.97e-05,0.089004446,0,0,0.00180018,0.002253991,0,0,0.069439569,0,0.069145782,0.160117535,0.04335708,0.00464237,0.002340057,0.650957606,0
"Cell 54",250,0,0,0,0,0,0,0,0.019021437,0,0,0,0,0,0,0,0.050259202,0,0,0,0,0,0,0,0,0,0,0.079288543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079514624,0,0,0,0,0.006209132,0,0,0,0,0,0.011290754,0,0,0,0,0.328384624,0.002430264,0,0,0,0.669185157,0
"Cell 54",2500,0,0,0,0,0,0,0,0.004504758,0,0,0,0,0,0.009392668,0,0.003754977,0,0,0.000155015,0,0,0,0,0,0,0,0.02049568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002130078,0,0.000428515,0,0,0.102166855,4.03e-05,0.073356412,0,0,0.002398461,0.002409271,0,0,0.086376209,0,0.064566717,0.135151295,0.047480025,0.00376032,0.001895446,0.660415041,0.000354949
"Cell 54",2750,0,0,0,0,0,0,0,0.00447454,0,0,0,0,0,0.008614502,0,0.003304966,0,0,0.000128111,0,0,0,0,0,0,0,0.019356886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002479822,0,0.003994108,0,0,0.086903546,0.001775249,0.063102333,0,0,0.002312853,0.002337133,0,0,0.098864745,0,0.064961245,0.113145133,0.044579604,0.00678613,0.002848927,0.667500392,0.001313826
"Cell 54",3000,0,0,0,0,0,0,0,0.004433415,0,0,0,0,0,0.007958421,0,0.002948039,0,0,0.000218298,0,0,0,0,0,0,0,0.018332363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002855688,0,0.006262904,0,0,0.075196247,0.010432689,0.058804947,0,0,0.002129754,0.002319876,0,0,0.122744876,0,0.062938041,0.095123753,0.046770394,0.02036445,0.002701563,0.648252945,0.001103978
"Cell 54",3250,0,0,0,0,0,0,7.53e-05,0.004417574,0,0,0,0,0,0.007379252,0,0.002680216,0,0,0.000219101,0,0,0,0,0,0,0,0.017302253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002755306,0,0.007715317,0,0,0.064252551,0.020094768,0.056357914,0,0,0.001910744,0.002278422,0,0,0.143550018,0,0.060392111,0.081052192,0.046799863,0.035649023,0.002301924,0.629314203,0.000940668
"Cell 54",3500,0,0,0,0,0,0,0.000188645,0.004362953,0,0,0,0,0,0.006898117,0,0.002432834,0,0,0.000188919,0,0,0,0,0,0,0,0.01640728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004531474,0,0.006998533,0,0.000345775,0.057585189,0.025500834,0.060278381,0,0,0.001647529,0.002285786,0,0,0.16397546,0,0.058864719,0.070010955,0.04443249,0.049720986,0.002001285,0.606935047,0.004059059
"Cell 54",3750,0,0,0,0,0,0,0.000272035,0.004119112,0,0,0,0,0,0.006473621,7.09e-07,0.002221497,0,0,0.000164569,0,0,0,0,0,0,0,0.015437804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005085706,0,0.006402088,0,0.000301209,0.052004493,0.030368092,0.07018495,0,0,0.001445799,0.002183559,0,0,0.178455193,0,0.055780842,0.064055655,0.04196069,0.066861617,0.002277377,0.585992298,0.00461633
"Cell 54",4000,0,0,0,0,0,0,0.000356539,0.003989521,0,0.000431584,0,0,0,0.006083402,0.000100523,0.002103064,0,0,0.000144641,0,0,0,0,0,0,0,0.015159062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004996327,0,0.006011348,0,0.000264734,0.047123654,0.037495572,0.074064755,0,0,0.001301102,0.002050587,0,0,0.184869202,0,0.056558053,0.059730247,0.042488541,0.078193212,0.002337662,0.571765763,0.004057321
"Cell 54",4250,0,0,0,0,0,0,0.000470223,0.003793207,0,0.000503104,0,0,0,0.005756365,0.000203095,0.00215921,0,0,0.000157746,0,0,0,0,0,0,0,0.014725011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005665524,0,0.006364939,0,0.000453476,0.042232797,0.04448094,0.077634988,0,0,0.001222277,0.001949003,0,0,0.184773645,0,0.056256821,0.054918511,0.045557004,0.089058494,0.002070731,0.562514148,0.004850647
"Cell 54",4500,0,0,0,0,0,0,0.000530266,0.003640354,0,0.000543581,0,0,0,0.005476474,0.000255465,0.002143695,0,0,0.000216294,0,0,0,0,0,0,0,0.014233135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006363768,0,0.007735376,0,0.000627517,0.037770632,0.048030204,0.078586068,0,0,0.001223636,0.001916364,0,0,0.181286967,0,0.055430737,0.052029818,0.047977758,0.09571292,0.001847041,0.560284505,0.005430254
"Cell 54",4750,0,0,8.83e-07,0,0,0,0.000538315,0.003429718,0,0.000590982,0,0,0,0.005216613,0.000315313,0.002111726,0,0,0.000236603,0,0,0,0,0,0,0,0.013739525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007178055,0,0.007451995,0,0.000563201,0.034174073,0.048654609,0.080949676,0,0,0.001224604,0.00190104,0,0,0.17223412,0,0.053730855,0.05103051,0.051033474,0.101699795,0.002241453,0.563156103,0.004873691
"Cell 54",500,0,0,0,0,0,0,0,0.007462661,0,0,0,0,0,0,0,0.030394844,0,0,0.001775054,0,0,0,0,0,0,0,0.04907061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031626929,0,0,0,0,0.118973703,0,0,0,0,0.004329971,0.006433096,0,0,0,0,0.173442303,0.101497744,0,0,0,0.725059956,0
"Cell 54",5000,0,0,2.94e-05,0,0,0,0.000552815,0.003224097,0,0.000620497,0,0,0,0.004985615,0.000322783,0.002059659,0,0,0.000242418,0,0,0,0,0,0,0,0.013125188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007179495,0,0.006725426,0,0.000508289,0.032220082,0.05023385,0.086127936,0,0,0.001206413,0.001917332,0,0,0.160702416,0,0.05178866,0.050283713,0.053421182,0.111248674,0.002936646,0.5650268,0.004591909
"Cell 54",750,0,0,0,0,0,0,0,0.003316738,0,0,0,0,0,0,0,0.021385916,0,0,0.000788913,0,0,0,0,0,0,0,0.032205868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014056413,0,0,0,0,0.149829194,0,0.002448849,0,0,0.003222373,0.004176002,0,0,0,0,0.10565345,0.131519191,0,0,0,0.762827363,0
"Cell 55",1000,0,0,0.000734183,0,0,0,0.000405117,0.000389886,0,0.004522759,0,0,0,0,0,0.010698886,0,0,0,0,0,0,0,0,0,0,0.01799061,0,0,0,0,0,0,0,0,0,0,0,0.009303652,0,0,0,0,0,0,0,0,0,0,0,0,0.001230166,0,0,0,0.001304308,0,0.457041982,0.000318953,0,0,0.004613077,0.004798759,0,0,0.055844679,0,0.132996209,0.065719782,0.035716353,0.364431012,0.015333629,0.216391917,0.113566417
"Cell 55",1250,0,0,0.000469877,0,0,0,0.000596593,0.000433736,0,0.004278971,0,0,0,0,0,0.008787181,0,0,0,0,0,0,0,0,0,0,0.015552193,0,0,0,0,0,0,0,0,0,0,0,0.009335466,0,0,0,0,0,0,0,0,0,0,0,0,0.001745478,0,0,0,0.002710924,0,0.505370448,0.000206986,0,0,0.003381433,0.003764266,0,0,0.050348494,0,0.114155759,0.046129322,0.042496334,0.406798243,0.009813523,0.191471012,0.138787312
"Cell 55",1500,0,0,0.000652607,0,0,0,0.000655805,0.000301206,0,0.003795248,0,0,0,0,0,0.007422554,0,0,0,0,0,0,0,0,0,0,0.013262459,0,0,0,0,0,0,0,0,0,0,0,0.006482962,0,0,0,0,0,0,0,0,0,0,0,0,0.007623811,0,0,0,0.003765141,0,0.537025952,0.00014374,0,0,0.00257498,0.002777457,0,0,0.071421791,0,0.098779173,0.053700935,0.042402447,0.409265807,0.006814946,0.18656257,0.13105233
"Cell 55",1750,0,0,0.001077443,0,0,0,0.001179257,0.000221294,0,0.005032322,0,0,0,0,0,0.006412183,0,0,0,0,0,0,0,0,0,0,0.013396129,0,0,0,0,0,0,0,0,0,0,0,0.004762993,0,0,0,0,0,0,0,0,0,0,0,0.00328021,0.01062569,0,0,0,0.002814592,4.42e-06,0.544662587,0.000105605,0,0,0.002045337,0.002243722,0,0,0.091724497,0,0.09862148,0.066748992,0.036532839,0.40101729,0.005006899,0.195586974,0.104761027
"Cell 55",2000,0,0,0.001101274,0,0,0,0.001513788,0.000169428,0,0.005182378,0,0,0,0,0,0.005640632,0,0,0,0,0,0,0,0,0,0,0.012566569,0,0,0,0,0,0,0,0,0,0,0,0.003646666,0,0,0,0,0,0,0,0,0,0,0,0.009690412,0.010189548,0,0,0,0.003176868,0.007793049,0.518369955,8.09e-05,0,0,0.002085017,0.001819497,0,0,0.107360322,0,0.093194401,0.065102484,0.034479929,0.398797416,0.003833407,0.191630011,0.105602038
"Cell 55",2250,0,0,0.000888653,0,0,0,0.001629244,0.000133869,0,0.005922777,0,0,0,0,0,0.005029499,0,0,0,0,0,0,0,0,0,0,0.012894073,0,0,0,0,0,0,0,0,0,0,0,0.002881317,0,0,0,0,0,0,0,0,0,0,0,0.008390798,0.009873406,0,0,0,0.002510118,0.011242002,0.494657296,0.003772592,0,0,0.002262921,0.001463955,0,0,0.117725543,0,0.091140925,0.057839172,0.037623934,0.391660981,0.003028865,0.207413515,0.093567068
"Cell 55",250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182591599,0,0,0,0.014911312,0.018180957,0,0,0.027552672,0,0.192801656,0.106854522,0,0.240834293,0,0.399914389,0.03204244
"Cell 55",2500,0,0,0.0008511,0,0,0,0.001811014,0.000108434,0,0.006378936,0,0,0,0,0,0.004537762,0,0,0,0,0,0,0,0,0,0,0.012987229,0,0,0,0,0,0,0,0,0,0,0,0.002333866,0,0,0,0,0,0,0,0,0,0,0,0.006796546,0.011827844,0,0,0,0.002033196,0.010588953,0.481513676,0.009019124,0,0,0.002154053,0.001185804,0,0,0.11742333,0,0.089664362,0.056189413,0.039800648,0.388520295,0.002453381,0.223248925,0.082699646
"Cell 55",2750,0,0,0.000873735,0,0,0,0.0017419,8.96e-05,0,0.006205239,0,0,0,0,0,0.004133522,0,0,0.00011384,0,0,0,0,0,0,0,0.012365158,0,0,0,0,0,0,0,0,0,0,0,0.002600711,0,0,0,0,0,0,0,0,0,0,0,0.005616981,0.010768817,0,0,0,0.002373607,0.008751201,0.480594521,0.014605702,0,0,0.002161735,0.000980003,0,0,0.113939569,0,0.082431866,0.060833266,0.040419527,0.38965917,0.002048963,0.24111398,0.06955366
"Cell 55",3000,0,0,0.00082255,0,0,0,0.001641042,0.000154495,0,0.006001124,0,0,0,0,0,0.003793707,0,0,9.57e-05,0,0,0,0,0,0,0,0.011698982,0,0,0,0,0,0,0,0,0,0,0,0.002633513,0,0,0,0,0,0,0,0,0,0,0,0.004719824,0.009612626,0,0,0,0.00235323,0.008705474,0.491612742,0.021753677,0,0,0.002131797,0.000893967,0,0,0.10844452,0,0.076811679,0.06489927,0.041926938,0.404926678,0.00434952,0.234931264,0.063710131
"Cell 55",3250,0,0,0.000758822,0,0,0,0.001716762,0.00023394,0,0.006067118,0,0,0,0,0,0.004284297,0,0,0.00012859,0,0,0,0,0,0,0,0.011974583,0,0,0,0,0,0,0,0,0,0,0,0.00224394,0,0,0.000591479,0,0,0,0,0,0,0,0.001929621,0.004021625,0.010578033,0,0,0,0.002375552,0.008633581,0.501625184,0.025872318,0,0,0.001898446,0.000812654,0,0,0.106826174,0,0.077313388,0.067111433,0.037944809,0.41975721,0.005683204,0.222563318,0.062800465
"Cell 55",3500,0,0,0.000713138,0,0,0,0.00154381,0.000273359,0,0.006593921,0,0,0,0,0,0.004558111,0,0,0.000124544,0,0,0,0,0,0,0,0.013081987,0,0,0,0,0,0,0,0,0,0,0,0.001934826,0,0,0.000530432,0,0,0,0,0,0,0,0.003062349,0.003467626,0.010482899,0,0,0,0.00311202,0.008461082,0.51323759,0.025480937,0,0,0.001649693,0.000700741,0,0,0.103675431,0,0.080734726,0.067537691,0.034528698,0.435865809,0.00626104,0.211281207,0.060115397
"Cell 55",3750,0,0,0.000622167,0,0,0,0.001577966,0.000238126,0,0.006754716,0.00026162,0,0,0,0,0.004776343,0,0,0.000108492,0,0,0,0,0,0,0,0.013762372,0,0,0,0,0,0,0,0,0,0,0,0.001685448,0,0,0.000462066,0,0,0,0,0,0,0,0.005269652,0.003020687,0.009787795,0,0,0,0.002710915,0.008179903,0.525137674,0.024878199,0,0,0.001453726,0.00063083,0,0,0.101140887,0,0.081730884,0.066250745,0.032796203,0.448974146,0.006452897,0.206653843,0.056000396
"Cell 55",4000,0,0,0.000546827,0,0,0,0.001600711,0.000313144,0,0.00665492,0.000317562,0,0,0,0,0.005045072,0,0,9.54e-05,0,0,0,0,0,0,0,0.014100495,0,0,0,0,0,0,0,0,0,0,0,0.001582883,0,0,0.000406112,0,0,0,0,0,0,0,0.006366936,0.002654901,0.010389518,0.000345625,0,0,0.00238264,0.009232436,0.536704612,0.022034703,0,0,0.001329006,0.000599766,0,0,0.094668015,0,0.08097869,0.063504715,0.031126229,0.461671061,0.005671491,0.204870543,0.057509256
"Cell 55",4250,0,0,0.000597389,0,0,0,0.001616807,0.000491617,0,0.006417048,0.000409312,0,0,0,0,0.005344094,0,0,8.45e-05,0,0,0,0,0,0,0,0.014162672,0,0,0,0,0,0,0,0,0.000121319,0,0.000147505,0.001836523,0,0,0.00035974,0,0,0,0,0.000406366,0,0,0.006855557,0.002351746,0.010315018,0.001274883,0,0,0.002832019,0.010209147,0.546688808,0.020690815,0,0,0.001328659,0.000606782,0,0,0.085164044,0,0.081276285,0.064066223,0.028576102,0.467323676,0.005400957,0.209452431,0.058740283
"Cell 55",4500,0,0,0.000598479,0,0,0,0.001812205,0.00057259,0,0.006186317,0.000570569,0,0,0,0,0.005627419,0,0,7.53e-05,0,0,0,0,0,0,0,0.014070266,0,0,0,0,0,0,0,0,0.000108214,0,0.000208547,0.002070683,0,0,0.000320879,0,0,0,0,0.000362468,0,0,0.007071949,0.0020977,0.011084526,0.001966712,0,0,0.002997547,0.00926532,0.553074468,0.022056692,0,0,0.001303285,0.000802753,0,0,0.078980011,0,0.083362916,0.060538668,0.027619819,0.47015474,0.004826762,0.210680861,0.063836223
"Cell 55",4750,0,0,0.00061485,0,0,0,0.001898984,0.000612375,0,0.00611857,0.000707601,0,0,0,0,0.005457686,0,0,6.76e-05,0,0,0,0,0,0,0,0.013996972,0,0,0,0,0,0,0,0,9.71e-05,0,0.000187173,0.001858452,0,0,0.000287991,0,0,0,0,0.000325318,0,0,0.007140879,0.0018827,0.01103461,0.001765137,0,0,0.002997776,0.009039893,0.555171144,0.026544617,0,0,0.001327111,0.000835665,0,0,0.073234232,0,0.083498334,0.056346704,0.026610955,0.475329085,0.005444986,0.212564769,0.066970934
"Cell 55",500,0,0,0,0,0,0,0,0,0,0.001610124,0,0,0,0,0,0.015952072,0,0,0,0,0,0,0,0,0,0,0.021465228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347218933,0,0,0,0.006803485,0.006690431,0,0,0.119331521,0,0.147484759,0.071514444,0.002817736,0.353922086,0.010499244,0.203721689,0.090708538
"Cell 55",5000,0,0,0.000758605,6.87e-05,0,0,0.001877772,0.000627881,0,0.005973469,0.000639245,0,0,0,0,0.005208086,0,0,6.1e-05,0,0,0,0,0,0,0,0.013540647,0,0,0,0,0,0,0,0,8.77e-05,0,0.000168923,0.001859537,0,0,0.000259912,0,0,0,2.14e-05,0.000293599,0,0,0.00697473,0.001699137,0.010503232,0.001593037,0,0,0.002880323,0.00919363,0.556944711,0.032633867,0,0,0.001354301,0.00081794,0,0,0.067888207,0,0.08156441,0.051510677,0.025071916,0.484735829,0.006753853,0.216611973,0.065863136
"Cell 55",750,0,0,0.001305213,0,0,0,0,0,0,0.00214168,0,0,0,0,0,0.013421226,0,0,0,0,0,0,0,0,0,0,0.018746544,0,0,0,0,0,0,0,0,0,0,0,0.003945927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380944842,0,0,0,0.004519653,0.00444289,0,0,0.09348306,0,0.113748106,0.067562139,0.041145767,0.36251317,0.027259786,0.213956261,0.080331708
"Cell 56",1000,0,0,0.000734183,0,0,0,0.000717281,0.000736676,0,0.006351789,0,0,0,0,0,0.010630842,0,0,0.00066475,0,0,0,0,0,0,0,0.029530646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012841689,0,0,0,0.001837863,0.038835695,0.203636796,0.163977765,0,0,0.001478206,0.000725118,0,0,0.091823827,0,0.106106569,0.275337011,0.015710083,0.13467308,0,0.334811302,0.04153813
"Cell 56",1250,0,0,0.000939745,0,0,0,0.000618275,0.000471473,0,0.005140992,0,0,0,0,0,0.008748627,0,0,0.00042544,0,0,0,0,0,0,0,0.022638729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101704,0,0,0,0.002710865,0.030985631,0.214079579,0.157229591,0,0,0.002148792,0.001292263,0,0,0.068737184,0,0.097603462,0.196976983,0.034213902,0.144338614,0,0.400625766,0.057504096
"Cell 56",1500,0,0,0.000978902,0,0,0,0.001524984,0.000327411,0,0.006557798,0,0,0,0,0,0.007399437,0,0,0.000295445,0,0,0,0,0,0,0,0.020521224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01015148,0,0,0,0.001882545,0.030073866,0.199462313,0.140787283,0,0,0.003799539,0.001003979,0,0,0.049339349,0,0.099402305,0.165314994,0.034784703,0.148174555,0.003227015,0.443859001,0.05589808
"Cell 56",1750,0,0,0.000958927,0,0,0,0.00258335,0.000240547,0,0.006165147,0,0,0,0,0,0.006398613,0,0,0.000217061,0,0,0,0,0,0,0,0.017667018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012193743,0,0,0,0.001504421,0.026115762,0.221810828,0.146309755,0,0,0.00336003,0.001003265,0,0,0.036249317,0,0.089963057,0.135300645,0.049067814,0.179846726,0.002370868,0.442397576,0.064803998
"Cell 56",2000,0,0,0.000915508,0,0,0,0.002357761,0.000184169,0,0.005880161,0,0,0,0,0,0.005631671,0,0,0.000166188,0,0,0,0,0,0,0,0.015668139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013997718,0,0,0,0.002331795,0.024395052,0.289242407,0.133241057,0,0,0.002789953,0.00104293,0,0,0.029807422,0,0.080923559,0.113888369,0.042716814,0.21629134,0.001815196,0.425138549,0.089418748
"Cell 56",2250,0,0,0.00087014,0,0,0,0.002239892,0.000145516,0,0.006008392,0,0,0,0,0,0.005024232,0,0,0.000179695,0,0,0,0,0,0,0,0.014576009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014658288,0,0,0,0.00251007,0.032756867,0.345211886,0.12590672,0,0,0.002310982,0.00110602,0,0,0.024449581,0,0.075900784,0.104421527,0.033751557,0.262038394,0.001434229,0.402146675,0.095857255
"Cell 56",250,0,0,0,0,0,0,0.004438193,0,0,0.024698294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025280438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07385005,0,0,0,0,0.000750666,0.21685674,0.218252134,0,0,0,0,0,0,0,0,0.212720738,0.539664784,0,0.001795801,0,0.245818681,0
"Cell 56",2500,0,0,0.000822276,0,0,0,0.002164246,0.000181453,0,0.005874375,0,0,0,0,0,0.004533862,0,0,0.000231215,0,0,0,0,0,0,0,0.013601303,0,0,0,0,0,0,0,0,0,0,0,0.000844555,0,0,0,0,0,0,0,0,0,0,0,0,0.013669157,0,0,0,0.00222687,0.032792191,0.379528096,0.118094178,0,0,0.002199951,0.001014596,0,0,0.020931292,0,0.071567457,0.085934541,0.030213717,0.301775227,0.001357429,0.386145376,0.102074962
"Cell 56",2750,0,0,0.000776648,0,0,0,0.002278607,0.000187027,0,0.005705533,0,0,0,0,0,0.004130626,0,0,0.000201741,0,0,0,0,0,0,0,0.012791134,0,0,0,0,0,0,0,0,0,0,0,0.001326193,0,0,0,0,0,0,0,0,0,0,0,0.001282042,0.01334491,0,0,0,0.002800495,0.02832067,0.394884807,0.103329949,0,0,0.002267829,0.001020441,0,0,0.019568835,0,0.068585392,0.075127967,0.0325429,0.313299044,0.002591859,0.392511384,0.095772619
"Cell 56",3000,0,0,0.0006526,0,0,0,0.002575067,0.000157154,0,0.006021046,0,0,0,0,0,0.003792197,0,0,0.000169519,0,0,0,0,0,0,0,0.013049218,0,0,0,0,0,0,0,0,0,0,0,0.001114371,0,0,0,0,0,0,0,0,0,0,0.002072899,0.003635438,0.01364189,0,0,0,0.002664126,0.027848035,0.405361656,0.090514072,0,0,0.002483835,0.000898477,0,0,0.026606242,0,0.071012866,0.073524176,0.031647631,0.315996765,0.002230008,0.389660113,0.0893222
"Cell 56",3250,0,0,0.00073654,0,0,0,0.002726286,0.000198891,0,0.006425958,0,0,0,0,0,0.003504119,0,0,0.000144442,0,0,0,0,0,0,0,0.013333157,0,0,0,0,0,0,0,0,0,0,0,0.000949523,0,0,0,0,0,0,0.000314367,0,0,0,0.003365327,0.004021625,0.013572408,0,0,0,0.00267597,0.028906197,0.415289458,0.078932195,0,0,0.002357445,0.000783868,0,0,0.034993003,0,0.074233749,0.076082295,0.029104116,0.322359858,0.003095048,0.369064284,0.091067649
"Cell 56",3500,0,0,0.000719194,0,0,0,0.003094757,0.000245224,0,0.006954571,0,0,0,0,0,0.003256635,0,0,0.000151201,0,0,0,0,0,0,0,0.013802449,0,0,0,0,0,0,0,0,0,0,0,0.001249813,0,0,0,0,0,0,0.000803777,0,0,0,0.003879566,0.003467626,0.015298808,0,0,0,0.003209119,0.032440783,0.421782121,0.069061524,0,0,0.002253979,0.000803988,0,0,0.044950072,0,0.079948003,0.075656419,0.025918258,0.328669936,0.003698302,0.350524497,0.090634513
"Cell 56",3750,0,0,0.000730485,0,0,0,0.003132861,0.000303545,0,0.007061205,0,0,0,0,0,0.003041762,0,0,0.000168862,0,0,0,0,0,0,0,0.013870368,0,0,0,0,0,0,0,0,0,0,0,0.001361335,0,0,0,0,0,0,0.000700179,0,0,0,0.005005376,0.003020687,0.015355108,0,0,0,0.004017325,0.035410187,0.423285753,0.060190421,0,0,0.002107189,0.000828474,0,0,0.057771519,0,0.08003645,0.080846067,0.02285147,0.330154431,0.005935377,0.332872593,0.089532092
"Cell 56",4000,0,0,0.00068829,0,0,0,0.002970805,0.000300725,0,0.007010233,0,0,0,0,0,0.002853486,0,0,0.000148414,0,0,0,0,0,0,0,0.01371589,0,0,0,0,0,0,0,0,0,0,0,0.001196486,0,0,0,0,0,0.000118835,0.000615392,0,0,0,0.005671763,0.002654901,0.015589418,0,0.000361838,0,0.003795576,0.03682125,0.423169485,0.054250933,0,0,0.002124238,0.000933999,0,0,0.065119494,0,0.078820365,0.078605909,0.023088079,0.336914103,0.00771465,0.323741464,0.085995936
"Cell 56",4250,0,0,0.000650342,0,0,0,0.002876642,0.000316824,0,0.006799268,0,0,0,0,0,0.002687157,0,0,0.000131467,0,0,0,0,0,0,0,0.013367481,0,0,0,0,0,0,0,0,0,0,0,0.001059863,0,0,0,0,0,0.00137768,0.000545122,0,0,0,0.006075091,0.002351746,0.014806931,0,0.001685203,0,0.003590485,0.036334467,0.428050478,0.048320829,0,0,0.002119409,0.001064229,0,0,0.065636893,0,0.077458872,0.078551373,0.020717356,0.347374063,0.008678346,0.317520826,0.084062271
"Cell 56",4500,0,0,0.000605289,0,0,0,0.002811451,0.00038255,0,0.006486189,0.000132252,0,0,0,0,0.00253915,0,0,0.000130996,0,0,0,0,0,0,0,0.013112334,0,0,0,0,0,6.11e-05,0,0,0,0,0,0.000945372,0,0,0,0,0,0.003713591,0.000492961,0,0,0,0.006164694,0.0020977,0.014494134,0,0.002374191,0,0.003417322,0.036880664,0.4339753,0.043100986,0,0,0.002048195,0.001028677,0,0,0.065712956,0,0.076214149,0.076807952,0.021084903,0.35324076,0.008781628,0.312780803,0.085376849
