Site,BUFF_DIST,RESERVOIR,BORROWPITS,DUGOUT,LAGOON,BORROWPIT-DRY,SUMP,ROAD-UNCLASSIFIED,ROAD-UNIMPROVED,INTERCHANGE-RAMP,ROAD-GRAVEL-1L,ROAD-GRAVEL-2L,ROAD-PAVED-1L,ROAD-PAVED-2L,ROAD-PAVED-DIV,ROAD-PAVED-UNDIV-1L,ROAD-PAVED-UNDIV-2L,ROAD-PAVED-UNDIV-4L,ROAD-UNPAVED-2L,TRUCK-TRAIL,AIRP-RUNWAY,ROAD-UNPAVED-1L,ROAD-PAVED-4L,ROAD-PAVED-3L,RLWY-SGL-TRACK,RLWY-SPUR,CANAL,VEGETATED-EDGE-ROADS,VEGETATED-EDGE-RAILWAYS,GRVL-SAND-PIT,MINES-PITLAKE,MISC-OIL-GAS-FACILITY,FACILITY-UNKNOWN,FACILITY-OTHER,OIL-GAS-PLANT,CLEARING-UNKNOWN,URBAN-INDUSTRIAL,CLEARING-WELLPAD-UNCONFIRMED,WELL-CASED,WELL-GAS,WELL-OIL,WELL-OTHER,TRANSFER_STATION,LANDFILL,RECREATION,GOLFCOURSE,CAMPGROUND,GREENSPACE,SURROUNDING-VEG,RUNWAY,TRANSMISSION-LINE,CFO,RURAL-RESIDENCE,URBAN-RESIDENCE,COUNTRY-RESIDENCE,RESIDENCE_CLEARING,WELL-ABAND,ROUGH_PASTURE,CROP,TAME_PASTURE,FRUIT-VEGETABLES,CUTBLOCK,PRE-LOW-IMPACT-SEISMIC,TRAIL,DISTURB_VEG,PIPELINE
Cell 32,1250,0,0,0,0,0,0,0.002156861,0.005484199,0,0,0,0,0,0.017758905,0,0.009301264,0,0,0,0,0,0,0,0,0,0,0.02731297,0,0,0,0,0,0,0,0,0,0,0,0.003956419,0,0,0,0,0,0,0,0,0,0,0,0,0.022621438,0,0,0,0,0.046198114,2.32E-05,2.69E-05,0,0,0.006677599,0.001797174,0,0
Cell 33,1250,0,0,0.00081989,0,0,0,0.002039585,0.012315281,0,0.003085587,0,0,0,0,0.001710112,0.01460285,0,0,0,0,0,0,0,0,0,0,0.041146227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076293803,0,0,0,0,0,0.012504042,0,0,0,0.005422314,0.049427337,0.285447652,0.06069556,0,0,0.004106978,0.001433545,0,0
Cell 34,1250,0,0,0,0,0,0,0.006753036,9.37E-05,0,0.006977072,0.004535222,0,0,0,0,0,0,0,0.00031536,0,0,0,0,0,0,0,0.015144154,0,0,0,0,0,0,0,0,0,0,0,0.002916931,0,0,0,0,0,0,0,0,0,0,0,0,0.020514519,0,0.033826688,0,0,0.079009739,0,0.033292886,0,0,0.001205995,0.000599583,0,0.002824869
Cell 35,1250,0,0,0.000469916,0,0,0,0.010547012,0.000233328,0,0.006088604,0,0,0,0,0.00870885,0.007542446,0,0,0,0,0,0,0,0,0,0,0.027869378,0,0,0,0,0,0,0,0,0,0,0,0.001006775,0,0,0,0,0,0,0,0,0,0,0,0,0.02196549,0,0.099421212,0,0.005259146,0.199795095,0.013377549,0.019085591,0,0,0.004460932,0.000345574,0,0.004197061
Cell 36,1250,0,0,0,0,0,0,0.001258039,0.00091466,0,0.00710952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008003884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011694478,0,0,0,0.002729399,0.076911808,0.006179613,0.114329172,0,0,0.002647804,0.001666575,0,0
Cell 37,1250,0,0,0,0,0,0,0.000370843,0.000188738,0,0.003541297,0.003596535,0,0,0,0.000377427,0,0,0,0,0,0,0,0,0,0,0,0.007067655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018381819,0,0.005327074,0,0,0,0,0.000407912,0,0,0,0,0.002503241,0.001169759,0,0
Cell 38,1250,0,0,0,0,0,0,0.004378312,0.001377588,0,0,0,0,0,0,0.003592433,0.018026157,0,0,0,0,0,0,0,0,0,0,0.036522186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026078029,0,0.065668109,0,0,0.109223751,0,0.002840517,0,0,0.004395429,0.00136544,0,0
Cell 39,1250,0,0,0,0,0,0,0.000878719,0,0,0,0,0,0,0,0.00314492,0,0,0,0,0,0,0,0,0,0,0,0.002185699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957667,0,0,0,0,0.016031723,0.000661108,0.088284432,0,0,0.003341513,0.000235182,0,0
Cell 4,1250,0,0,0,0,0,0,0.013847662,0.001549934,0,0.000325241,0,0,0,0,0.001872539,0.026018842,0,0,0,0,0,0,0,0,0,0,0.034241597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033879549,0,0.28277096,0,0,0.004377067,0,0.19202476,0,0,0.008429033,0.001963785,0,0
Cell 40,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006817019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002711127,0.122919666,0,0.039787525,0,0,3.93E-06,0.005440012,0,0.011809618
Cell 41,1250,0,0,0,0,0,0,0,0.004254094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004232687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003617132,0.132577391,0,0.001029551,0,0,5.62E-05,0.006798202,0,0
Cell 42,1250,0,0,0,0,0,0,0,0.008203612,0,0,0,0,0,0.017701282,0,0.000163228,0,0,0,0,0,0,0,0,0,0,0.026459388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001966205,0.001262257,0,0
Cell 43,1250,0,0,0,0,0,0,0,0.006799795,0,0,0,0,0,0.019955031,0,0.000163228,0,0,0,0,0,0,0,0,0,0,0.027167229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000452881,0.001788493,0,0
Cell 44,1250,0,0,0,0.006422811,0,0,0.00071086,0.004478038,0,0.005320565,0,0,0,0,0,0.003070187,0,0,0,0,0,0,0,0,0,0,0.016019664,0,0,0,0,0,0,0,0,0,0,0.002702773,0,0,0,0,0,0,0,0.056011844,0,0,0,0,0,0.003429827,0,0,0,0.005422153,0.009603499,0.006413419,0,0,0,0.00663787,0.000977128,0,0
Cell 45,1250,0,0,0,0,0,0,0.003268282,0.001153871,0,0.009590249,0,0,0,0,0,0,0,0,0.000798822,0,0,0,0,0,0,0,0.017836294,0,0,0,0,0,0,0,0,0,0,0,0.002916866,0,0,0,0,0,0.084077353,0.01455614,0,0,0,0,0,0.008640894,0,0,0,0.002710996,0.119707281,0,0,0,0,0.002052507,0.000828975,0,0
Cell 46,1250,0,0,0,0,0,0,0.003418475,0,0,0.009874546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012206037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006997081,0,0.023937515,0,0.002711039,0.262581258,0,0.000169684,0,0,0.000654056,0.000252895,0,0.005843452
Cell 47,1250,0,0,0,0,0,0,0.0079779,0.000455547,0,0.011059637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019929566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013600263,0,0.012854679,0,0.106172125,0,0.005560689,0.116597895,0,5.92E-05,0,0,0.006394221,0.002001664,0,0
Cell 48,1250,0,0,0.000469892,0,0,0,0.008372439,0.002063879,0,0.005028314,0.003501191,0,0,0,0.006580566,0.004581387,0,0,0.000175333,0,0,0,0,0,0,0,0.024138694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03690975,0,0.164152582,0,0,0.079617444,0,0.088590302,0,0,0.004544213,0.001945923,0,0
Cell 49,1250,0,0,0.001409686,0,0,0,0.001681707,0.001819854,0,0.006673069,0,0,0,0,0,0.009163429,0,0,0,0,0,0,0,0,0,0,0.021571403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031031388,0,0,0,0,0.03676867,0,0.317562759,0,0,0.002746637,0.000441226,0,0.002051559
Cell 5,1250,0,0,0.000470005,0,0,0,0.00864833,0.001902454,0,0.000429702,0,0,0,0,0.003001928,0.02596065,0,0,0,0,0,0,0,0,0,0,0.057947776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069493896,0,0.034816595,0,0.002399451,0.175423438,0.002509089,0.336509224,0,0,0.000430157,0,0,0
Cell 50,1250,0,0,0.000469891,0,0,0,0.005356045,0,0,0.00487131,0.007230672,0,0,0,0.001995741,0.000459941,0,0,0,0,0,0,0,0.004707518,0,0,0.017163298,0.011740613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03838082,0,0,0,0,0.005742369,0,0.463277794,0,0,0.001776722,0.001072082,0,0
Cell 51,1250,0,0,0.000469891,0,0,0,0,0.005233873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005233692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002710975,0.301269082,0,0,0,0,0.000596812,0.004367896,0,0.012405194
Cell 52,1250,0,0,0,0,0,0,0,0.00188378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001899221,0,0,0,0,0,0,0,0,0,0,0,0.002916798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063935505,0,0,0,0,0.001337471,0.007375363,0,0.002956724
Cell 53,1250,0,0,0,0,0,0,0,0.004835342,0,0,0,0,0,0.012880781,0,0.001316923,0,0,0,0,0,0,0,0,0,0,0.020330629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002212479,0,0.026222014,0,0,0.002649292,0.003347576,0,0
Cell 54,1250,0,0,0,0,0,0,0,0.005869403,0,0,0,0,0,0.015702926,0,0.010373844,0,0,0.000284009,0,0,0,0,0,0,0,0.036481637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006644229,0,0,0,0,0.148704702,0,0.097733936,0,0,0.001546414,0.002734287,0,0
Cell 55,1250,0,0,0.000469877,0,0,0,0.000596593,0.000433736,0,0.004278971,0,0,0,0,0,0.008787181,0,0,0,0,0,0,0,0,0,0,0.015552193,0,0,0,0,0,0,0,0,0,0,0,0.009335466,0,0,0,0,0,0,0,0,0,0,0,0,0.001745478,0,0,0,0.002710924,0,0.505370448,0.000206986,0,0,0.003381433,0.003764266,0,0
Cell 56,1250,0,0,0.000939745,0,0,0,0.000618275,0.000471473,0,0.005140992,0,0,0,0,0,0.008748627,0,0,0.00042544,0,0,0,0,0,0,0,0.022638729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101704,0,0,0,0.002710865,0.030985631,0.214079579,0.157229591,0,0,0.002148792,0.001292263,0,0
Cell 57,1250,0,0,0.001409613,0,0,0,0.005822313,0,0,0.011202488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013288814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022698548,0,0.05205486,0,0.005246282,0.081880941,0.535992773,0.016669678,0,0,0.002144633,0.000420437,0,0
Cell 58,1250,0,0,0.002349388,0,0,0,0.001423314,0.000446531,0,0,0,0,0,0,0,0.008871286,0,0,0,0,0,0,0,0,0,0,0.011294438,0,0,0,0,0,0,0,0,0,0,0,0.002916755,0,0,0,0,0,0,0,0,0,0,0,0,0.01137415,0,0,0,0.005933635,0.011343706,0.738824952,0.001868758,0,0,0.000550598,0,0,0
Cell 59,1250,0,0,0.00226701,0,0,0,0.002204666,0.005639816,0,0.001963864,0,0,0,0,0.002711396,0.022832224,0,0,0,0,0,0,0,0,0,0,0.054675094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003042252,0,0,0,0,0,0,0,0,0,0.017451107,0,0.008193075,0,0.002710956,0.028015301,0.327431718,0.182059318,0,0,0,0.000566182,0,0
Cell 6,1250,0,0,0.000469995,0,0,0,0.01242975,0.000393084,0,0.000279231,0.001199366,0,0,0,0.000244938,0.027738142,0,0,0,0,0,0,0,0,0,0,0.018769743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058338871,0,0.109386528,0,0.005423238,0.01303157,0,0.463934669,0,0,0.002899602,0.000969705,0,0
Cell 60,1250,0,0,0,0,0,0,0.011074827,0.001251458,0,0.001640917,0,0,0,0,0.008706924,0.014709191,0,0,0.000839647,0,0,0,0,0.003109586,0,0,0.024017732,0.011148508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000321965,0,0,0,0,0,0.009870806,0,0.213127902,0,0.002710856,0.023096326,0.115586899,0.15527719,0,0,0.000230942,0.000641574,0,0
Cell 61,1250,0,0,0.000469862,0,0,0,0.003338317,0,0,0.007490929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018672261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010873233,0,0,0,0,0.101690745,0,0.157787234,0,0,0.005298188,0.001944461,0,0.003393389
Cell 62,1250,0,0,0,0,0,0,0.000433704,0.007124783,0,0.002684427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011890955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001818557,0,0,0,0.002710874,0.083940767,0,0.017724428,0,0,0.000650036,0.004308554,0,0.013560488
Cell 63,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001918192,0,0,0,0,0,0.004270803,0,0
Cell 64,1250,0,0,0,0,0,0,0.000516956,0.009489828,0,0,0,0,0,0,0,0.000752468,0,0,0.000900432,0,0,0,0,0,0,0,0.011003336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018806518,0,0,0,0.007181223,0.114688285,0,0.058807102,0,0,0.000940803,0.006177682,0,0.003525176
Cell 65,1250,0,0,0,0,0,0,0.000505778,0.004948959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005009027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009051983,0,0,0,0.000360776,0.050498616,0.214483723,0.209163614,0,0,0.001572275,0.001468208,0,0
Cell 66,1250,0,0,0,0,0,0,0.000586059,0.000301643,0,0.006678451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007481958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005419088,0,0,0,0,0.00487561,0.065280717,0.239313354,0,0,0.002052851,0.005004209,0,0
Cell 7,1250,0,0,0.000469996,0,0,0,0.009408184,0.001849189,0,0,0,0,0,0,0,0.024130477,0,0,0,0,0,0,0,0,0,0,0.009602494,0,0,0,0,0.000933863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086582414,0,0.023899735,0,0.002711588,0.056654746,0,0.364781009,0,0,0.0043755,0.000345509,0,0.00626016
Cell 8,1250,0,0,0,0,0,0,0.010388238,0.003971995,0,0,0.003984987,0,0,0,0.005574448,0.016826687,0,0,0.000263971,0,0,0,0,0.004720539,0,0,0.035997726,0.011607554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083905918,0,0.108305283,0,0.005423046,0.074657156,0.074966906,0.087863708,0,0,0.006199301,0.001028214,0,0.001320013
Cell 9,1250,0,0,0,0,0,0,0.010537134,0.003226644,0,0,0.006272847,0,0,0,0.002727517,0.014077047,0,0,0.000413605,0,0,0,0,0,0,0,0.018644394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100421629,0,0.060360371,0,0.002711503,0.064259602,0,0.270950857,0,0,0.00032797,0.000512335,0,0
Cell 1,1500,0,0,0.000326384,0,0,0,0.001646668,0.009624216,0,0.002686573,0.005088442,0,0,0,0,0.002253019,0,0,0.000281138,0,0,0,0,0,0,0,0.026287967,0,0,0,0.000580511,0,0,0,0,0,0,0.00187724,0,0.036522894,0.009372138,0,0,0,0,0.008592243,0,0,0,0,0,0.002491104,0,0.002352514,0,0.012575781,0,0.342809593,0.036657655,0,0,0.000446096,8.71E-05,0,0
Cell 10,1500,0,0.001310054,0.000961451,0,0,0,0.009417737,0.001189128,0,0,0,0,0,0,0.004901425,0.017022874,0,0,0.000749001,0,0,0,0,0,0,0,0.01781275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039814418,0,0.144497742,0,0,0.047179303,0.20441168,0.079477366,0,0,0.004549843,0.001479915,0,0.001643914
Cell 12,1500,0,0,0.000564117,0,0,0,0.001636702,0.004030189,0,0.006380539,0.002141415,0,0,0,0.00068661,0,0,0,3.89E-05,0,0,0,0,0,0,0,0.019343301,0,0,0,0,0,0,0,0,0,0,0.003754432,0,0.012893362,0.009483437,0,0,0,0,0,0,0,0,0,0,0.005101021,0,0.002352514,0,0.004215306,0,0.108272561,0.126898749,0,0,0.000727004,0.000654761,0,0.003710825
Cell 13,1500,0,0,0.000326376,0,0,0,0.002235438,0.001303474,0,0.006613738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010034698,0,0,0,0,0,0,0,0,0,0,0,0.002105617,6.71E-07,0,0,0,0,0,0,0,0,0,0,0,0.014115274,0,0.022479004,0,0.001882947,0,0,0.081974452,0,0,0.002573547,0.000970152,0,0.007526957
Cell 14,1500,0,0,0.000971257,0,0,0,0.004325181,0,0,0.006048263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007854482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01694013,0,0.050703908,0,0.001883013,0.00146038,0,0.259263356,0,0,0.00395075,0.00181421,0,0.000762072
Cell 15,1500,0,0,0,0,0,0,0.002447429,0.001735481,0,0,0.001269385,0,0,0,4.12E-05,0.012897135,0,0,0.000530285,0,0,0,0,0,0,0,0.011699507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01556569,0,0.011859804,0,0.026362313,0,0.001882948,0.061289678,0.17152192,0.188869651,0,0,0.001298403,0.000615743,0,0
Cell 16,1500,0,0,0.000111606,0,0,0,0.001710931,0.000747115,0,0.002911658,0,0,0,0,0,0.006039179,0,0,0,0,0,0,0,0,0,0,0.023787367,0,0,0,0,0,0,0,0,0,0,0,0.002025845,0,0,0,0,0,0,0,0,0,0,0,0,0.019851104,0,0,0,0,0.020312317,0.023918104,0.148690786,0,0,0.003316879,0.001287977,0,0
Cell 17,1500,0.034359284,0,0,0,0,0,0.006403156,0.002470956,0,0.003657907,0,0,0,0,0,0.022961311,0,0,0.000414059,0,0,0,0,0,0,0,0.027011721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024033958,0,0.120314917,0,0.001882929,0.010298632,0,0.257824007,0,0,0.003856178,0.001078972,0,0
Cell 18,1500,0,0,0.000326372,0,0,0,0.011024347,0.000996744,0,0.003256128,0,0,0,0,0.009556222,0.02333655,0,0,0,0,0,0,0,0.004080951,0,0,0.044469162,0.02005635,0,0,0,0,0,0,0,0,0,0,0.004051779,0,0,0,0,0,0,0,0,0,0,0,0,0.015742401,0,0.205133572,0,0.000491905,0.086228306,0.002449584,0.153720506,0,0,0.001616164,0.000361984,0,0.006547051
Cell 19,1500,0,0,0,0,0,0,0.006989247,0.002509304,0,0,0.00127375,0,0,0,0.002448806,0.015126778,0,0,0,0,0,0,0,0,0,0,0.012005876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080350499,0,0.036224279,0,0,0.009121248,0.001290175,0.462249767,0,0,0.003719935,0.001470171,0,0
Cell 2,1500,0,0,0.000326376,0,0,0,0.002719304,0.003749705,0,0.010447451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017706668,0,0,0,0,0,0,0,0,0,0,0.000145046,0,0.030812926,0,0,0,0,0,0,0,0,0,0,0,0.022347664,0,0.01542177,0,0.006420683,0.005779608,6.09E-05,0.276355793,0,0,0.002427001,0.001023997,0,0.002749524
Cell 20,1500,0,0,0,0,0,0,0.006788895,0.00113431,0,0,0,0,0,0,0.005010358,0.018171857,0,0,0.000263362,0,0,0,0,0,0,0,0.015990005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020077643,0,0.073304652,0,0,0.045534043,0.081439929,0.08785455,0,0,0.002687655,0.005266494,0,0
Cell 22,1500,0,0,0.000243658,0,0,0,0.003329878,0.000613726,0,0.008552869,0,0,0,0,0,0,0,0,0.000902057,0,0,0,0,0,0,0,0.010480464,0,0,0,0,0,0,0,0,0,0,0,0.006884784,0,0,0,0,0,0,0,0,0,0,0,0,0.011154082,0,0,0,0.005648584,0.015491187,0.347385031,0.392904432,0,0,0.000932365,0.000659847,0,0
Cell 23,1500,0,0,0.000326346,0,0,0,0.004660939,0.001527484,0,0.003570477,0.006213246,0,0,0,0,0.004640246,0,0,0.000313771,0,0,0,0,0,0,0,0.016605509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022730842,0,0.019014172,0,0,0.174850046,0.094796218,0.014466374,0,0,0.003925724,0.001423643,0,0
Cell 24,1500,0,0,0,0,0,0,0,0,0,0.001669865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001696788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003765757,0,0,0,0,0,0.002098081,0.001580874,0,0
Cell 25,1500,0,0,0.000326335,0,0,0,0.002576161,0.001451516,0,0.006410019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009618864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019688542,0,0,0,0.001882786,0.001299005,9.05E-07,0.085804121,0,0,0.001095642,0.000532954,0,0
Cell 26,1500,0,0,0,0,0,0,0.000640299,0,0,0.001125369,0.005903571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006087286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01604262,0,0.00114104,0,0,0,0,0.038953499,0.021762856,0.020735276,0,0,0.001045859,0.000903683,0,0
Cell 27,1500,0,0,0.000326352,0,0,0,0.001227939,0.000700604,0,0.001076252,0.006314599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005896002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013927748,0,0,0,0,0.021573258,6.77E-05,0.31981776,0,0,0.000302762,0,0,0
Cell 28,1500,0,0,0,0,0,0,0.001111795,0.002044773,0,0.00184139,0.001961895,0,0,0,0,0.008245269,0,0,0.00074985,0,0,0,0,0,0,0,0.014241546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035860992,0,0,0,0.003765618,0.00277385,0.031672595,0.603339187,0,0,0.001800713,0.000882487,0,0
Cell 29,1500,0,0,0,0,0,0,0.008835171,0.001530926,0,0.001371492,0,0,0,0,0.002524353,0.023035749,0,0,0,0,0,0,0,0.003985365,0,0,0.027595639,0.008294031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017124663,0,0.103450743,0,0,0.050832343,0.000739233,0.01984448,0,0,0.001432369,0.002006048,0,0.000266199
Cell 3,1500,0,0,0.00227681,0,0,0,0.003235582,0.010888556,0,0.004168524,0,0,0,0,0,0.008160722,0,0,0,0,0,0,0,0,0,0,0.02047747,0,0,0,0,0,0,0.001345146,0,0,0,0.002121726,0,0.049836633,0.007959676,0,0,0,0,0,0,0,0,0,0,0.033789768,0,0,0,0.011263062,0.044665503,0.014850318,0.439448026,0,0,0.004115035,0.000599405,0,0.009989932
Cell 30,1500,0,0,0,0,0,0,0.006166462,0.003132368,0,0,0,0,0,0,0,0.018076194,0,0,0,0,0,0,0,0,0,0,0.00732698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064724574,0,0,0,0.001716218,0.039919978,0.056207577,0.250952953,0,0,0.005177901,0.003227201,0,0
Cell 31,1500,0,0,0,0,0,0,0.005216092,0.008071216,0,0,0,0,0,0.01287677,0.00056753,0.007748244,0,0,0,0,0,0,0,0,0,0,0.025946748,0,0,0,0,0,0,0,0,0,0,0,0.004051532,0,0,0,0,0,0,0,0,0,0,0,0,0.026722094,0,0.044604491,0,0,0.023725003,0.006758029,0.01789834,0,0,0.001942358,0.001082355,0,0
Cell 32,1500,0,0,0,0,0,0,0.001847526,0.005262814,0,0,0,0,0,0.01532617,0,0.007777466,0,0,0.000340936,0,0,0,0,0,0,0,0.025415802,0,0,0,0,0,0,0,0,0,0,0,0.004051539,0,0,0,0,0,0,0,0,0,0,0,0,0.021606125,0,0,0,0,0.042554497,1.61E-05,0.026752385,0,0,0.00539145,0.001673513,0,0
Cell 33,1500,0,0,0.000645662,0,0,0,0.002849399,0.010029742,0,0.003668158,0,0,0,0,0.001187578,0.012758955,0,0,0,0,0,0,0,0,0,0,0.035718589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072122577,0,0,0,0,0,0.015382062,0,0,0,0.004473253,0.034955682,0.258240927,0.070860281,0,0,0.00462319,0.000995517,0,0
Cell 34,1500,0,0,0.000326338,0,0,0,0.005614638,0.000579329,0,0.005547242,0.00421079,0,0,0,0,0,0,0,0.000219,0,0,0,0,0,0,0,0.012884219,0,0,0,0,0,0,0,0,0,0,0,0.002025646,0,0,0,0,0,0,0,0,0,0,0,0,0.015541034,0,0.03777553,0,0,0.092520462,0,0.053386586,0,0,0.0011025,0.000907802,0,0.003715909
Cell 35,1500,0,0,0.000978996,0,0,0,0.011732485,0.000624716,0,0.006993382,0,0,0,0,0.00738404,0.006730916,0,0,0.000333591,0,0,0,0,0,0,0,0.027479416,0,0,0,0,0.002214882,0,0,0,0,0,0,0.002166003,0,0,0,0,0,0,0,0,0,0,0,0,0.026671939,0,0.110219328,0,0.00545967,0.216515687,0.009289964,0.040806564,0,0,0.003923153,0.000352383,0,0.003502893
Cell 36,1500,0,0,0.000326335,0,0,0,0.001148069,0.001199827,0,0.006166471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007800375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012449036,0,0,0,0.00376555,0.071147328,0.004291398,0.140646084,0,0,0.00198955,0.001476924,0,0
