Site,BUFF_DIST,RESERVOIR,BORROWPITS,DUGOUT,LAGOON,BORROWPIT-DRY,SUMP,ROAD-UNCLASSIFIED,ROAD-UNIMPROVED,INTERCHANGE-RAMP,ROAD-GRAVEL-1L,ROAD-GRAVEL-2L,ROAD-PAVED-1L,ROAD-PAVED-2L,ROAD-PAVED-DIV,ROAD-PAVED-UNDIV-1L,ROAD-PAVED-UNDIV-2L,ROAD-PAVED-UNDIV-4L,ROAD-UNPAVED-2L,TRUCK-TRAIL,AIRP-RUNWAY,ROAD-UNPAVED-1L,ROAD-PAVED-4L,ROAD-PAVED-3L,RLWY-SGL-TRACK,RLWY-SPUR,CANAL,VEGETATED-EDGE-ROADS,VEGETATED-EDGE-RAILWAYS,GRVL-SAND-PIT,MINES-PITLAKE,MISC-OIL-GAS-FACILITY,FACILITY-UNKNOWN,FACILITY-OTHER,OIL-GAS-PLANT,CLEARING-UNKNOWN,URBAN-INDUSTRIAL,CLEARING-WELLPAD-UNCONFIRMED,WELL-CASED,WELL-GAS,WELL-OIL,WELL-OTHER,TRANSFER_STATION,LANDFILL,RECREATION,GOLFCOURSE,CAMPGROUND,GREENSPACE,SURROUNDING-VEG,RUNWAY,TRANSMISSION-LINE,CFO,RURAL-RESIDENCE,URBAN-RESIDENCE,COUNTRY-RESIDENCE,RESIDENCE_CLEARING,WELL-ABAND,ROUGH_PASTURE,CROP,TAME_PASTURE,FRUIT-VEGETABLES,CUTBLOCK,PRE-LOW-IMPACT-SEISMIC,TRAIL,DISTURB_VEG,PIPELINE
Cell 65,3250,0,0,6.95E-05,0,0,0,0.000800864,0.003075944,0,0.002536318,0,0,0,0.00268133,0,0.002202161,0,0,0.000196437,0,0,0,0,0,0,0,0.012825042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013117017,0,0.000705895,0,0.00200507,0.078848845,0.142497617,0.166404124,0,0,0.001313435,0.001928069,0,0
Cell 66,3250,0,0,0,0,0,0,0.002149031,0.002617779,0,0.004572567,0,0,0,0,4.69E-05,0.000305395,0,0,5.45E-05,0,0,0,0,0,0,0,0.00789928,0,0,0,0,0,0,0,0,0,0,0,0.000431432,0,0,0,0,0,0,0,0,0,0,0,0,0.015977799,0,0.005760135,0,0.001300896,0.095992271,0.067671798,0.207239788,0,0,0.001624793,0.003064231,0,0.001767301
Cell 7,3250,0,0,0.000278098,0,0,0,0.011929523,0.001385932,0,0.000972062,0,0,0,0,0.003280855,0.021376228,0,0,0.000175415,0,0,0,0,0,0,0,0.018141237,0,0,0,0,0.000138145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000262012,0,0,0.050482201,0,0.128398675,0.000569277,0.002326863,0.036169396,0.014755681,0.328285453,0,0,0.004815633,0.00066829,0,0.004677561
Cell 8,3250,0,0,0.000417148,0,0,0,0.010265024,0.001928522,0,0.000132548,0.001434967,0,0,0,0.004209551,0.019425765,0,0,0.000312852,0,0,0,0,0.00195223,0,0,0.022723246,0.005630299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052201459,0,0.126613909,0.000569277,0.002435594,0.041286272,0.022620128,0.291245309,0,0,0.003472584,0.000390141,0,0.003549895
Cell 9,3250,0,0,6.95E-05,0,0,0,0.013022773,0.002024185,0,0,0.002564488,0,0,0.001714716,0.007334481,0.011933356,0,0,0.000114637,0,0,0,0,0.00108466,0,0,0.022148878,0.002412788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05489799,0,0.171857801,0,0.001203349,0.048364615,0.041030492,0.217166677,0,0,0.003374957,0.000554061,0,0
Cell 1,3500,0,0,0.000774353,0,0,5.51E-05,0.001780756,0.005101492,0,0.003394993,0.001484227,0,0,0,0.00074449,0.005482566,0,0,0.000156505,0,0,0,0,0,0,0,0.01784884,0,0,0,0.001532023,0,0,0,0,0,0,0.00068959,0.000160678,0.016527453,0.007321378,0,0,0,0,0.001578167,0,0,0,0,0,0.014983087,0,0.000432094,0,0.010899634,0.004839742,0.429753988,0.079216642,0,0,0.000587592,0.000361144,0,0.005057409
Cell 10,3500,0,0.000240622,0.000476331,0,0,0,0.00927296,0.0014199,0,0,0.000687767,0,0,0.0048222,0.003703502,0.014766864,0,0,0.000172406,0,0,0,0,0,0,0,0.024988876,0,0,0,0,0.000160539,0,0,0,0,0,0,0.000560943,0,0,0,0,0,0,0,0,0,0,0,0,0.052685672,0,0.090360687,0,0.001657588,0.046180756,0.290328041,0.200618011,0,0,0.001433332,0.000406582,0,0.00048081
Cell 12,3500,0,0,0.000476791,0,0,5.51E-05,0.00116293,0.005038483,0,0.003560167,0.001343114,0,0,0,0.000750306,0.001961728,0,0,5.88E-05,0,0,0,0,0,0,0,0.014609064,0,0,0,0.001532023,0,0,0,0,0,0,0.00068959,0.000192177,0.015688386,0.007455585,0,0,0,0,0.001578167,0,0,0,0,0,0.009550165,0,0.000432094,0,0.006479586,0.00516115,0.270067827,0.070046751,0,0,0.000719822,0.000499087,0,0.003435296
Cell 13,3500,0,0,0.000298289,0,0,0,0.001613347,0.00186804,0,0.004267882,0,0,0,0,0,0,0,0,3.16E-05,0,0,0,0,0,0,0,0.007275111,0,0,0,0,0,0,0.000247068,0,0,0,0.000389705,0.000758844,0.009383139,0.001340158,0,0,0,0,0,0,0,0,0,0,0.009164637,0,0.009745057,0,0.002368319,0.001717114,1.12E-05,0.099442896,0,0,0.001954912,0.000938906,0,0.002866306
Cell 14,3500,0,0.000120045,0.000897766,0,0,0,0.002331726,0.004225673,0,0.004390593,0.000127081,0,0,0,0,0.002335282,0,0,9.77E-05,0,0,0,0,0,0,0,0.011156539,0,0,0,0,0,0,0.000404719,0,0,0,0.000389705,0.000758844,0.018392366,0.002576499,0,0,0,0,0,0,0,0,0,0,0.016920463,0,0.009312963,0,0.004975775,0.010728811,0.00322286,0.234503876,0,0,0.001945155,0.001004953,0,0.006241271
Cell 15,3500,0,0,5.99E-05,0,0,0,0.003037313,0.000536539,0,5.85E-05,0.001345408,0,0,0,0.000150435,0.008649135,0,0,0.000134463,0,0,0,0,0,0,0,0.008419358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006818579,0,0.01062731,0,0.044725988,0,0.001037533,0.029341902,0.070838002,0.178952316,0,0,0.001803582,0.001028785,0,0
Cell 16,3500,0,0,0.000119887,0,0,0,0.003525507,0.000501033,0,0.001060971,0.001294192,0,0,0,0.000196315,0.009226857,0,0,2.59E-05,0,0,0,0,0,0,0,0.014751279,0,0,0,0,0,0,0,0,0,0,0,0.000372094,0,0,0,0,0,0,0,0,0,0,0,0,0.015188052,0,0.052497886,0,0.001037509,0.008914066,0.049630491,0.170204438,0,0,0.002258967,0.000595768,0,0
Cell 17,3500,0.006453468,0,0,0,0,0,0.004103581,0.001899649,0,0.002139754,0,0,0,0,0.000401479,0.010396856,0,0,0.000199336,0,0,0,0,0,0,0,0.013303661,0,0,0,0,0,0,0,0,0,0,0,0.000372104,0,0,0,0,0,0,0,0,0,0,0,0,0.020584074,0,0.062796875,0,0.00069169,0.01903457,0.002171313,0.180340953,0,0,0.002281329,0.000617249,0,0.000756957
Cell 18,3500,0,0,0.000336965,0,0,0,0.010255624,0.002003953,0,0.001412125,0.000244311,0,0,0,0.003568111,0.021618311,0,0,6.68E-05,0,0,0,0,0.001813108,0,0,0.025800818,0.006293519,0,0,0,0,0,0,0,0,0,0,0.001116308,0,0,0,0,0,0,0,0,0,0,0,0,0.044877943,0,0.124183591,0,0.001383408,0.054476125,0.021415019,0.167269201,0,0,0.00348651,0.000823149,0,0.002620562
Cell 19,3500,0.001187407,0,7.21E-05,0,0,0,0.010002479,0.002282982,0,9.34E-05,0.000233954,0,0,0,0.005847414,0.020074216,0,0,0,0,0,0,0,0.001189324,0,0,0.022870498,0.004707552,0,0,0,0,0,0,0,0,0,0,9.39E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.049299411,0,0.121836762,0,0.000345829,0.042183615,0.022128494,0.183103862,0,0,0.002864387,0.002100236,0,0.000176231
Cell 2,3500,0,0,0.000704857,0,0,0,0.002420481,0.005524717,0,0.004052775,0.000562228,0,0,0,0,0.003082512,0,0,0.000149366,0,0,0,0,0,0,0,0.013868346,0,0,0,0.000106624,0,0,0.000416031,0,0,0,0.000667162,0.000758844,0.022237591,0.004437767,0,0,0,0,0.001578167,0,0,0,0,0,0.015574035,0,0.009745057,0,0.011170087,0.011665032,0.033174544,0.205785633,0,0,0.002150944,0.000743478,0,0.015937978
Cell 20,3500,0,0,0,0,0,0,0.0097925,0.002727621,0,0,0.00048676,0,0,0.002463874,0.005205723,0.015350601,0,0,0.000105919,0,0,0,0,0,0,0,0.020049678,0,0,0,0,0.002207049,2.07E-05,0,0,0,0,0,0.000744159,0,0,0,0,0.003143399,0,0,0,0,0,0,0,0.053376331,0,0.102719866,0,1.79E-05,0.032273205,0.050012001,0.190402766,0,0,0.004026367,0.00222269,0,0
Cell 22,3500,0,0,0.000444306,0,0,0,0.002948357,0.004692696,0,0.008987148,0.000165067,0,0,0,0,0.003639347,0,0,0.000331299,0,0,0,0,0,0,0,0.022756713,0,0,0,0.000981478,0,0,0.000260192,0,0,0,0.000344783,0.002787818,0.006535423,0.00629949,0,0,0,0,0,0,0,0,0,0,0.017093957,0,0.000998757,0,0.008782665,0.011786685,0.384730571,0.337265105,0,0,0.001252146,0.000266058,0,0
Cell 23,3500,0,0,0.000598123,0,0,0,0.002436118,0.001594419,0,0.003200026,0.002213206,0,0,0,0,0.00291249,0,0,0.00015358,0,0,0,0,0,0,0,0.011874324,0,0,0,0,0,0,0.000260192,0,0,0,0.000669036,0.001555889,0,0.000344252,0,0,0,0,6.48E-06,0,0,0,0,0,0.016795042,0,0.003492399,0,0.001354007,0.042008647,0.126125793,0.163544136,0,0,0.00282756,0.000575329,0,0.00036855
Cell 24,3500,0,0,0,0,0,0,5.29E-05,0.000932622,0,0.001390373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002349805,0,0,0,0,0,0,0,0,0,0,0,0.001130933,0,0.000344271,0,0,0,0,0,0,0,0,0,0,0.001122227,0,0,0,0.001837221,0,0,0.000517642,0,0,0.001377021,0.000492524,0,0.002689291
Cell 25,3500,0,0,0.000299693,0,0,0,0.001962126,0.000783835,0,0.002499833,0,0,0,0,0.000503436,0.002114154,0,0,0.000168877,0,0,0,0,0,0,0,0.006084818,0,0,0,0,0,0,0,0,0,0,0,0.000372066,0,0,0,0,0,0,0,0,0,0,0,0,0.009189124,0,0.014094,0,0.002766531,0.049110386,0.002494536,0.093214302,0,0,0.00225842,0.000613171,0,5.16E-05
Cell 26,3500,0,0,0,0,0,0,0.002024534,0.000527262,0,0.001642855,0.002044478,0,0,0,0.000724689,0.003843349,0,0,0.000125327,0,0,0,0,0,0,0,0.008803316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000800234,0,0,0,0,0,0.007179636,0,0.01013439,0,0.021271034,0,0.000691652,0.037811667,0.044847739,0.07972842,0,0,0.002253533,0.001130982,0,0
Cell 27,3500,0,0,0.00017983,0,0,0,0.001943169,0.001450985,0,0.001757826,0.002227686,0,0,0,0,0.005826221,0,0,0,0,0,0,0,0,0,0,0.013497478,0,0,0,0,0,0,0,0,0,0,0,0.000372094,0,0,0,0,0.000499199,0,0,0,0,0,0,0,0.020749074,0,0.006990951,0,0.00207499,0.015057641,0.04730619,0.279181498,0,0,0.001398322,0.000756741,0,0
Cell 28,3500,0,0,0.000119882,0,0,0,0.001758699,0.001510772,0,0.001345755,0.001337961,0,0,0,0.0017273,0.005783481,0,0,0.000202347,0,0,0,0,0.001047277,0,0,0.011829373,0.003001656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00082287,0,0,0,0,0,0.016486928,0,0.00543433,0,0.002262418,0.004039766,0.020768002,0.343450875,0,0,0.00128278,0.000642311,0,0
Cell 29,3500,0.001271198,0,4.52E-05,0,0,0,0.006849929,0.001838357,0,0.001731967,5.78E-05,0,0,0,0.00294979,0.015025022,0,0,7.61E-05,0,0,0,0,0.001805641,0,0,0.019122077,0.004557099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021112574,0,0.081620317,0,0.00138331,0.047400639,0.003309209,0.122963188,0,0,0.002132701,0.002268296,0,0.000379738
Cell 3,3500,0,0.000120045,0.001017666,0,0,0,0.005331843,0.006680997,0,0.005606813,0.000753464,0,0,0,0.000939272,0.004495456,0,0,0.000134882,0,0,0,0,0,0,0,0.017634216,0,0,0,0,0,0,0.000416031,0,0,0,0.000389705,0,0.021914037,0.003832586,0,0,0.001457063,0,0,0,0,0,0,0,0.025275933,0,0.044292398,0.003527134,0.019530145,0.020872355,0.003906925,0.364789579,0,0,0.002666055,0.000987812,0,0.019592386
Cell 30,3500,0.001271198,0,5.99E-05,0,0,0,0.005189007,0.002630657,0,9.34E-05,0.000233954,0,0,0,0.001843498,0.013080743,0,0,0.000139311,0,0,0,0,0,0,0,0.00992711,0,0,0,0,0,0,0,0,0,0,0,0.000744148,0,0,0,0,0.003140907,0,0,0,0,0,0,0,0.038410072,0,0.031035797,0,0.000345829,0.067090172,0.01321644,0.191082804,0,0,0.002252325,0.003115459,0,3.28E-05
Cell 31,3500,0,0,0.00017983,0,0,0,0.003980732,0.004279838,0,0,0,0,0,0.007046823,0.000966934,0.008500755,0,0,0.000206471,0,0,0,0,0,0,0,0.017051577,0,0,0,0,0,0,0,0,0,0,0,0.001860405,0,0,0,0,0.003143399,0,0,0,0,0.0007259,0,0,0.033660647,0,0.019685933,0,0,0.022678664,0.01179325,0.109443942,0,0,0.002886613,0.001478011,0,0
Cell 32,3500,0,0,0.00017983,0,0,0,0.004495899,0.004582805,0,0,0,0,0,0.006984136,0.000526758,0.00814541,0,0,0.000158098,0,0,0,0,0,0,0,0.017508865,0,0,0,0,0,0,0,0,0,0,0,0.002232495,0,0,0,0,0.001104271,0,0,0,0,0.0007259,0,0,0.029777181,0,0.031046762,0,0.000185047,0.014956403,0.008746875,0.140931315,0,0,0.002434589,0.001308793,0,0
Cell 33,3500,0,0,0.000298413,0.000819236,0,0,0.001667527,0.003364716,0,0.004799109,0.000234013,0,0,0,0.000387014,0.00497092,0,0,9.59E-05,0,0,0,0,0,0,0,0.017178334,0,0,0,0,0,0,0,0,0,0,0.000604896,0.000628196,0,0,0,0,0,0,0.022087656,0,0,0,0,0,0.010783398,0,0,0,0.002790682,0.015050784,0.183045248,0.117951475,0,0,0.002422813,0.000643909,0,0.000190896
Cell 34,3500,0,0,0.000285025,0,0,0,0.004423824,0.002462174,0,0.004768027,0.001985478,0,0,0,0.001414939,0.001288117,0,0,0.000448028,0,0,0,0,0,0,0,0.015285252,0,0,0,0,0,0,0,0,0,0,0.000399665,0.00188608,0,0,0,0,0,0.012435354,0.005076871,0,0,0,0,0,0.009570247,0,0.043999508,0.000969201,0.001621624,0.097925532,0,0.044696142,0,0,0.002061783,0.000716864,0,0.003476524
Cell 35,3500,0,0,0.00047951,0,0,0,0.006527901,0.001106855,0,0.006705518,0.000781468,0,0,0,0.002481111,0.002438588,0,0,0.00037232,0,0,0,0,0,0,0,0.016652837,0,0,0,0,0.002079598,0,0,0.00174361,0,0,0,0.001151156,0,0,0,0,0,0,0,0,0,0,0.003601394,0,0.020920193,0,0.055708946,0.000969201,0.00414964,0.121145341,0.002494536,0.133709616,0,0,0.003389677,0.000859815,0,0.003754756
Cell 36,3500,0,0,0.00041957,0,0,0,0.002535239,0.000480915,0,0.003362411,0,0,0,0,0.000457968,0.002883089,0,0,0.00012213,0,0,0,0,0,0,0,0.00707244,0,0,0,0,0.001510256,0,0,0.001641879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004249349,0,0.011872046,0,0.007712588,0,0.002420688,0.061583997,0.002494536,0.104692372,0,0,0.002780678,0.000933101,0,0
Cell 37,3500,0,0,0.000179814,0,0,0,0.00285741,0.000339638,0,0.002658931,0.002420746,0,0,0,0.001439843,0.002808464,0,0,1.67E-05,0,0,0,0,0,0,0,0.008496008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007386507,0,0.021550826,0,0.01419313,0,0.000691632,0.048649175,0.000917314,0.020517335,0,0,0.003310624,0.001178251,0,0
Cell 38,3500,0,0,0.000239754,0,0,0,0.004970967,0.002720078,0,0.00232188,0.002137686,0,0,0,0.004680774,0.008319249,0,0.000120605,3.91E-05,0,0,0,0,0,0,0,0.029027254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001319852,0,0,0,0,0,0.002469544,0,0.040405168,0,0.050668948,0,0.000691624,0.079538379,0,0.060372555,0,0,0.00422641,0.001450654,0,1.83E-05
Cell 39,3500,0,0.000120027,0.000179816,0,0,0,0.00338789,0.002286858,0,0.00128098,0.001371374,0,0,0,0.004776496,0.00676644,0,0.000120605,0.000155049,0,0,0,0,0.00158792,0,0,0.019523618,0.004331361,0,0,0,0,0,0,0,0,0,0,0.000372052,0,0,0,0,0.000473967,0,0.00082287,0,0,0,0,0,0.022945196,0,0.013324575,0,0.002766472,0.019733873,0.003346619,0.275953695,0,0,0.003338609,0.00090018,0.018621669,0
Cell 4,3500,0,0,0.000119899,0,0,0,0.008805514,0.000887279,0,0.001253221,0.001522647,0,0,0,0.002157284,0.015029735,0,0,4.75E-05,0,0,0,0,0,0,0,0.022884481,0,0,0,0,0,5.92E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00500075,0,0.03799134,0,0.108766502,0,0.000915809,0.02227102,0.03874259,0.219306051,0,0,0.00318239,0.001109635,0,0
Cell 40,3500,0,0,0,0,0,0,0.001980751,0.002173611,0,0.000881045,3.10E-05,0,0,0,0.00049276,0.002192936,0,0,0.000222802,0,0,0,0,0,0,0,0.004857917,0,0,0,0,0,0,0,0,0,0,0,0.001798845,0,0,0,0,0,0,0,0,0,0,0,0,0.006354525,0,0.011238112,0,0.002883282,0.18792754,0.001768893,0.093837331,0,0,0.000645055,0.004340506,0,0.003175782
Cell 41,3500,0,0,5.99E-05,0,0,0,0.00011014,0.002872985,0,0,0,0,0,0,0,0.000718789,0,0,0.000222802,0,0,0,0,0,0,0,0.003244925,0,0,0,0,0,0,0,0,0,0,0,0.001116193,0,0,0,0,0,0,0,0,0,0,0,0,0.000762016,0,0,0,0.001154239,0.185130702,0.000615368,0.028665171,0,0,0.000923057,0.003711013,0,0.002067458
Cell 42,3500,0,0,0,0,0,0,0.000390236,0.003472537,0,0,0,0,0,0.007063158,0,0.001280571,0,0,4.29E-05,0,0,0,0,0,0,0,0.011293218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002409944,0,0,0,0,0.000713272,0.000337588,0,0,0,0.001051723,0.001092705,0,0
Cell 43,3500,0,0,0,0,0,0,0.000633922,0.002956183,0,0,0,0,0,0.007387055,0,0.001938113,0,0,2.44E-06,0,0,0,0,0,0,0,0.011241992,0,0,0,0,0,0,0,0,0,0,0,0.000372079,0,0,0,0,0,0,0,0,0,0,0,0,0.00443371,0,0,0,0,0.006635894,0.001118925,4.09E-05,0,0,0.001049406,0.001301726,0,0
Cell 44,3500,0,0,0.000118591,0.000819236,0,0,0.001820129,0.003858679,0,0.004812723,0,0,0,0,0.000387014,0.003824651,0,0,0.00017217,0,0,0,0,0,0,0,0.01644863,0,0,0,0,0,0,0,0,0,0,0.000344741,0.000744093,0,0,0,0,0,0.012126582,0.022625011,0,0,0,0,0,0.010151296,0,0,0,0.003488964,0.017757313,0.192013805,0.015796832,0,0,0.002524754,0.000719873,0,1.43E-05
Cell 45,3500,0,0,0.000178678,0.000819236,0,0,0.002428989,0.002614496,0,0.005452218,0,0,0,0,0.000168887,0.002421022,0,0,0.000212394,0,0,0,0,0,0,0,0.014438499,0,0,0,0,0,0,0,0,0,0,0,0.000744107,0,0,0,0,0,0.012435354,0.016260165,0,0,0,0,0,0.007958231,0,0.004603319,0,0.001641737,0.080299357,0.015717337,0.045939505,0,0,0.002068132,0.00080153,0,0.000581926
Cell 46,3500,0,0,0.000359991,0,0,0,0.005483646,0.001729568,0,0.007228001,0.000618866,0,0,0,0.00206377,0.001269688,0,0,0.00018779,0,0,0,0,0,0,0,0.018314606,0,0,0,0,0,0,0,0,0,0,0,0.001886019,0,0,0,0,0,0.012435354,0.003647094,0,0,0,0.003001548,0,0.016564938,0,0.038419284,0.000312521,0.002081157,0.148006983,1.37E-05,0.048623279,0,0,0.003690879,0.000907724,0,0.003243476
Cell 47,3500,0,0,0.000298588,0,0,0,0.006076126,0.001016167,0,0.006938184,0.000296271,0,0,0,0.003366588,0.002362316,0,0,8.00E-05,0,0,0,0,0,0,0,0.018969962,0,0,0,0,0.002079598,0,0,0.00174361,0,0,0,0.001119497,0,0,0,0,0,0,0,0,0,0,0.006314675,0,0.020626375,0,0.08094551,0,0.004841096,0.104386551,0.083631035,0.091903509,0,0,0.004511156,0.000857261,0,0.000777132
Cell 48,3500,0,0,0.000788331,0,0,0,0.006356151,0.002347731,0,0.005859842,0.001401642,0,0,0,0.003151968,0.009094743,0,0,2.24E-05,0,0,0,0,0,0,0,0.034244038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000388042,0,0,0,0,0,0,0,6.57E-06,0,0.028515965,0,0.098621863,0,0.002240216,0.09283094,0.060938134,0.110257999,0,0,0.003753357,0.00084786,0,0.000225802
Cell 49,3500,0,0,0.000702553,0,0,0,0.005533652,0.002847356,0,0.003910678,0.001197476,0,0,0,0.002674682,0.009872691,0,0,6.31E-05,0,0,0,0,0.001436127,0,0,0.033820025,0.006657225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000388042,0,0,0,0.000728507,0,0,0,0,0,0.036732237,0,0.051235626,0,0.002074754,0.063592665,0.014544042,0.240566492,0,0,0.003363288,0.000949856,0,0.000261678
Cell 5,3500,0,0,0.00017985,0.000591614,0,0,0.007704975,0.00131374,0,0.001366504,0.000466795,0,0.00035035,0.000410626,0.006475121,0.014341607,0,0,0,0.001153102,0,0,0,0,0,0,0.031505428,0,0,0,0,0,1.85E-06,0,0,0.000128722,0,0,0,0,0,0,0,4.79E-06,0.026547969,0,0.003039887,0.002789503,0,0.001449875,0,0.032010727,0.001596125,0.088095411,0,0.001383503,0.054590011,0.009198067,0.174184751,0,0,0.002853926,0.001043863,0,0
Cell 50,3500,0,0.000120027,0.000479482,0,0,0,0.005438545,0.001863463,0,0.003235142,0.001359358,0,0,0,0.003220741,0.004355824,0,0,9.82E-05,0,0,0,0,0.001796384,0,0,0.018542575,0.006402017,0,0,0,0,0,0,0,0,0,0,0.000446189,0,0,0,0,0.000473967,0,0,0,0,0,0,0,0.030255358,0,0.027026939,0,0.00138319,0.037174372,5.75E-06,0.291073152,0,0,0.003287339,0.001089949,0.013801479,7.18E-05
Cell 51,3500,0,0,0.00013518,0,0,0,0.001875375,0.002898493,0,0.0016392,8.82E-05,0,0,0,0.001485159,0,0,0,4.48E-05,0,0,0,0,0,0,0,0.00748525,0,0,0,0,0,0,0,0,0,0,0,0.000524757,0,0,0,0,0,0,0,0,0,0,0,0,0.004942167,0,0.019422125,0,0.002420504,0.191583052,0,0.052139783,0,0,0.000778186,0.004126219,0,0.005426746
Cell 52,3500,0,0,0,0,0,0,0,0.002121473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002122891,0,0,0,0,0,0,0,0,0,0,0,0.000372041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001499974,0.191756484,0.000615368,0.011984966,0,0,0.001570771,0.003021456,0,0.002545119
Cell 53,3500,0,0,0,0,0,0,0.00033743,0.003966877,0,0,0,0,0,0.007303556,0.000373462,0.001584373,0,0,0.000420284,0,0,0,0,0,0,0,0.016033708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004331741,0,0.009808923,0,0.000345775,0.047597141,0.000745881,0.081021809,0,0,0.001845211,0.001882021,0,0
Cell 54,3500,0,0,0,0,0,0,0.000188645,0.004362953,0,0,0,0,0,0.006898117,0,0.002432834,0,0,0.000188919,0,0,0,0,0,0,0,0.01640728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004531474,0,0.006998533,0,0.000345775,0.057585189,0.025500834,0.060278381,0,0,0.001647529,0.002285786,0,0
Cell 55,3500,0,0,0.000713138,0,0,0,0.00154381,0.000273359,0,0.006593921,0,0,0,0,0,0.004558111,0,0,0.000124544,0,0,0,0,0,0,0,0.013081987,0,0,0,0,0,0,0,0,0,0,0,0.001934826,0,0,0.000530432,0,0,0,0,0,0,0,0.003062349,0.003467626,0.010482899,0,0,0,0.00311202,0.008461082,0.51323759,0.025480937,0,0,0.001649693,0.000700741,0,0
Cell 56,3500,0,0,0.000719194,0,0,0,0.003094757,0.000245224,0,0.006954571,0,0,0,0,0,0.003256635,0,0,0.000151201,0,0,0,0,0,0,0,0.013802449,0,0,0,0,0,0,0,0,0,0,0,0.001249813,0,0,0,0,0,0,0.000803777,0,0,0,0.003879566,0.003467626,0.015298808,0,0,0,0.003209119,0.032440783,0.421782121,0.069061524,0,0,0.002253979,0.000803988,0,0
Cell 57,3500,0,0,0.001678104,0,0,0,0.003164289,0.000380726,0,0.007928578,0,0,0,0,0,0.002719942,0,0,2.67E-05,0,0,0,0,0,0,0,0.016344912,0,0,0,0,0,0.000119681,0,0,0,0,0.000344715,0.000645054,0,0,0,0,0,0,0,0,0,0,0.006741201,0,0.015843226,0,0.013909676,0,0.003828104,0.037294641,0.626442964,0.046798637,0,0,0.00180647,0.000489052,0,0.00018676
Cell 58,3500,0,0,0.001034496,0,0,0,0.005222086,0.000998585,0,0.007310651,0,0,0,0,0.001284377,0.003262646,0,0,8.00E-05,0,0,0,0,0,0,0,0.017360373,0,0,0,0,0,0,0,0,0,0,0.000344715,0.001491529,0,0,0,0,0,0,0,0,0,0,0.005524895,0,0.020864516,0,0.044308594,0,0.007505814,0.063017978,0.342237102,0.128939484,0,0,0.002801785,0.000500836,0,0.000982496
Cell 59,3500,0,0,0.001138746,0,0,0,0.005940337,0.002706732,0,0.006564291,0.000446074,0,0,0,0.003123973,0.008817692,0,0,4.40E-05,0,0,0,0,0.000172088,0,0,0.035844844,0.000756548,0,0,0,0,0,0,0,0,0,0.000344712,0.000372022,0,0,0.000388042,0,0,0,0.00288147,0,0,0,0,0,0.023804881,0,0.096641445,0,0.003914946,0.045920385,0.298182565,0.141821934,0,0,0.00150736,0.000476771,0,0.000119351
Cell 6,3500,0,0,0.000119898,0,0,0,0.006760503,0.001456622,0,0.001262611,0.000467411,0,0,0,0.002066848,0.015420612,0,0,0.000137759,0.001261123,0,0,0,0,0,0,0.015524645,0,0,0,0,0.000119115,0,0,0,0,0,0,0,0,0,0,0,0.000958566,0,0,0.000910499,0.003597687,0,0,0,0.042634544,0.001869615,0.057456049,0,0.00069174,0.018298878,0.017481684,0.3311597,0,0,0.003231243,0.000879136,0,0.001025696
Cell 60,3500,0,0,0.000542932,0,0,0,0.006703685,0.002020828,0,0.006255761,0,0,0,0,0.001110577,0.009260607,0,0,0.000207346,0,0,0,0,0.001919996,0,0,0.022583363,0.007884781,0,0,0,0,0,0,0,0,0,0.000344712,0.000521684,0,0,0,0,0,0,0.00288147,0,0,0,0,0,0.024675623,0,0.078944788,0,0.002074586,0.030475235,0.335037879,0.079799599,0,0,0.002323523,0.000816196,0,4.72E-05
